,miRTarBase ID,miRNA,Species (miRNA),Target Gene,Target Gene (Entrez Gene ID),Species (Target Gene),Experiments,Support Type,References (PMID)
102761,MIRT448232,hsa-miR-573,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102762,MIRT448233,hsa-miR-3616-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102763,MIRT448234,hsa-miR-3182,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102764,MIRT448235,hsa-miR-4766-5p,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
102765,MIRT448236,hsa-miR-3662,Homo sapiens,HS3ST1,9957,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103282,MIRT448599,hsa-miR-580-3p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103283,MIRT448600,hsa-miR-5093,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103284,MIRT448601,hsa-miR-7153-5p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103285,MIRT448602,hsa-miR-146b-5p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103286,MIRT448603,hsa-miR-146a-5p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103287,MIRT448604,hsa-miR-589-5p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103288,MIRT448605,hsa-miR-4738-3p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103289,MIRT448606,hsa-miR-875-3p,Homo sapiens,PARD6B,84612,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103619,MIRT448901,hsa-miR-578,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103620,MIRT448901,hsa-miR-578,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103622,MIRT448903,hsa-miR-203b-3p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103623,MIRT448903,hsa-miR-203b-3p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103624,MIRT448904,hsa-miR-7158-3p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103625,MIRT448904,hsa-miR-7158-3p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103626,MIRT448905,hsa-miR-526b-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103627,MIRT448905,hsa-miR-526b-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103628,MIRT448906,hsa-miR-1290,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103629,MIRT448906,hsa-miR-1290,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103630,MIRT448907,hsa-miR-1287-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103631,MIRT448907,hsa-miR-1287-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103632,MIRT448908,hsa-miR-3135b,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103633,MIRT448908,hsa-miR-3135b,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103634,MIRT448909,hsa-miR-4635,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103635,MIRT448909,hsa-miR-4635,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103636,MIRT448910,hsa-miR-6839-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103637,MIRT448910,hsa-miR-6839-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103638,MIRT448911,hsa-miR-378j,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103639,MIRT448911,hsa-miR-378j,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103640,MIRT448912,hsa-miR-3167,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103641,MIRT448912,hsa-miR-3167,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103642,MIRT448913,hsa-miR-876-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103643,MIRT448913,hsa-miR-876-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22291592
103644,MIRT448914,hsa-miR-4298,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103645,MIRT448915,hsa-miR-1302,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103646,MIRT448916,hsa-miR-431-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
103647,MIRT448917,hsa-miR-3613-3p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104390,MIRT449628,hsa-miR-510-3p,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104391,MIRT449629,hsa-miR-578,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104392,MIRT449630,hsa-miR-526b-5p,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104393,MIRT449631,hsa-miR-340-5p,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104394,MIRT449632,hsa-miR-4635,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104395,MIRT449633,hsa-miR-3163,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104396,MIRT449634,hsa-miR-3121-3p,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104397,MIRT449635,hsa-miR-548c-3p,Homo sapiens,ELAVL4,1996,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104441,MIRT449677,hsa-miR-1229-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104442,MIRT449678,hsa-miR-1225-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104443,MIRT449679,hsa-miR-526b-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104444,MIRT449680,hsa-miR-555,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104445,MIRT449681,hsa-miR-3670,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104446,MIRT449682,hsa-miR-135b-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104447,MIRT449683,hsa-miR-135a-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104448,MIRT449684,hsa-miR-6854-5p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104449,MIRT449685,hsa-miR-10a-3p,Homo sapiens,CDR1,1038,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104518,MIRT449749,hsa-miR-4531,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104519,MIRT449750,hsa-miR-628-5p,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104520,MIRT449751,hsa-miR-183-3p,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104521,MIRT449752,hsa-miR-5703,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104522,MIRT449753,hsa-miR-4516,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104523,MIRT449754,hsa-miR-4434,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104524,MIRT449755,hsa-miR-27b-5p,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104525,MIRT449756,hsa-miR-1253,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104526,MIRT449757,hsa-miR-4680-3p,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104527,MIRT449758,hsa-miR-5588-3p,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104528,MIRT449759,hsa-miR-8087,Homo sapiens,SMYD2,56950,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104825,MIRT450016,hsa-miR-6869-5p,Homo sapiens,ASB4,51666,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104826,MIRT450017,hsa-miR-4420,Homo sapiens,ASB4,51666,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104827,MIRT450018,hsa-miR-181b-3p,Homo sapiens,ASB4,51666,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104828,MIRT450019,hsa-miR-181b-2-3p,Homo sapiens,ASB4,51666,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104904,MIRT450094,hsa-miR-943,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104905,MIRT450095,hsa-miR-4439,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104906,MIRT450096,hsa-miR-3136-5p,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104907,MIRT450097,hsa-miR-1257,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104908,MIRT450098,hsa-miR-3163,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104909,MIRT450099,hsa-miR-595,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104910,MIRT450100,hsa-miR-4668-3p,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104911,MIRT450101,hsa-miR-548az-5p,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
104912,MIRT450102,hsa-miR-548t-5p,Homo sapiens,ST8SIA5,29906,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105456,MIRT450608,hsa-miR-130b-5p,Homo sapiens,HLA-DOA,3111,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105527,MIRT450676,hsa-miR-8077,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105528,MIRT450677,hsa-miR-496,Homo sapiens,SEMA5A,9037,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105710,MIRT450845,hsa-miR-580-3p,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105711,MIRT450846,hsa-miR-4303,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105712,MIRT450847,hsa-miR-6761-5p,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105713,MIRT450848,hsa-miR-4329,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105714,MIRT450849,hsa-miR-4251,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105715,MIRT450850,hsa-miR-203a-3p,Homo sapiens,HTR2A,3356,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105767,MIRT450891,hsa-miR-3913-5p,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
105768,MIRT450892,hsa-miR-3122,Homo sapiens,CLCN6,1185,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22100165
107844,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107845,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107846,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107847,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107848,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107849,MIRT452350,hsa-miR-8085,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107850,MIRT452351,hsa-miR-5739,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107851,MIRT452351,hsa-miR-5739,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107852,MIRT452351,hsa-miR-5739,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107853,MIRT452351,hsa-miR-5739,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107854,MIRT452351,hsa-miR-5739,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107855,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107856,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107857,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107858,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107859,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107860,MIRT452352,hsa-miR-6731-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107861,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107862,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107863,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107864,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107865,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107866,MIRT452353,hsa-miR-4644,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107867,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107868,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107869,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107870,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107871,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107872,MIRT452354,hsa-miR-4306,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107873,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107874,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107875,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107876,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107877,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107878,MIRT452355,hsa-miR-185-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107879,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107880,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107881,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107882,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107883,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107884,MIRT452356,hsa-miR-6133,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107885,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107886,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107887,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107888,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107889,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107890,MIRT452357,hsa-miR-6130,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107891,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107892,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107893,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107894,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107895,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107896,MIRT452358,hsa-miR-6129,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107897,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107898,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107899,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107900,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107901,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107902,MIRT452359,hsa-miR-6127,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107903,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107904,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107905,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107906,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107907,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107908,MIRT452360,hsa-miR-4510,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107909,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107910,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107911,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107912,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107913,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107914,MIRT452361,hsa-miR-4419a,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107915,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107916,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107917,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107918,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107919,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107920,MIRT452362,hsa-miR-6760-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107921,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107922,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107923,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107924,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107925,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107926,MIRT452363,hsa-miR-6873-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107927,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107928,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107929,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107930,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107931,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107932,MIRT452364,hsa-miR-6856-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107933,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107934,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107935,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107936,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107937,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107938,MIRT452365,hsa-miR-6758-5p,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107939,MIRT452366,hsa-miR-7847-3p,Homo sapiens,LY6E,4061,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107940,MIRT452366,hsa-miR-7847-3p,Homo sapiens,LY6E,4061,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
107941,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107942,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),24398324
107943,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),22012620
107944,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),20371350
107945,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),26701625
107946,MIRT452367,hsa-miR-4428,Homo sapiens,DLX6,1750,Homo sapiens,PAR-CLIP,Functional MTI (Weak),27292025
107947,MIRT452368,hsa-miR-654-5p,Homo sapiens,LY6E,4061,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
107948,MIRT452368,hsa-miR-654-5p,Homo sapiens,LY6E,4061,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23446348
107949,MIRT452369,hsa-miR-541-3p,Homo sapiens,LY6E,4061,Homo sapiens,PAR-CLIP,Functional MTI (Weak),23592263
